@relation 'sat-problems-weka.filters.unsupervised.attribute.Remove-R2,11,18,20,22,65,78-79,118-120,123-124-weka.filters.unsupervised.attribute.Remove-R74-75-weka.filters.unsupervised.attribute.Remove-R85'

@attribute domain {petri-net-alignment,termes,spider,grounded-strips-spider,snake,settlers,grounded-strips-settlers,organic-synthesis,nurikabe,organic-synthesis-split,grounded-strips-nurikabe,flashfill,grounded-strips-flashfill,data-network,caldera,grounded-strips-caldera,caldera-split,grounded-strips-caldera-split,agricola,'?'}
@attribute requirements numeric
@attribute types numeric
@attribute objects numeric
@attribute predicates numeric
@attribute functions numeric
@attribute init numeric
@attribute goal numeric
@attribute actions numeric
@attribute use_min_cost_metric numeric
@attribute generated_rules numeric
@attribute relevant_atoms numeric
@attribute auxiliary_atoms numeric
@attribute final_queue_length numeric
@attribute total_queue_pushes numeric
@attribute effect_conditions_simplified numeric
@attribute translator_variables numeric
@attribute translator_facts numeric
@attribute translator_mutex_groups numeric
@attribute translator_total_mutex_groups_size numeric
@attribute translator_operators numeric
@attribute translator_task_size numeric
@attribute numberVariablesCG numeric
@attribute highLevelVariablesCG numeric
@attribute totalEdgesCG numeric
@attribute totalWeightCG numeric
@attribute veRatio numeric
@attribute weRatio numeric
@attribute wvRatio numeric
@attribute hvRatio numeric
@attribute inputEdgeCGMax numeric
@attribute inputEdgeCGAvg numeric
@attribute inputEdgeCGStd numeric
@attribute outputEdgeCGMax numeric
@attribute outputEdgeCGAvg numeric
@attribute outputEdgeCGStd numeric
@attribute inputWeightCGMax numeric
@attribute inputWeightCGAvg numeric
@attribute inputWeightCGStd numeric
@attribute outputWeightCGMax numeric
@attribute outputWeightCGAvg numeric
@attribute outputWeightCGStd numeric
@attribute inputEdgeHVMax numeric
@attribute inputEdgeHVAvg numeric
@attribute inputEdgeHVStd numeric
@attribute outputEdgeHVMax numeric
@attribute outputEdgeHVAvg numeric
@attribute outputEdgeHVStd numeric
@attribute inputWeightHVMax numeric
@attribute inputWeightHVAvg numeric
@attribute inputWeightHVStd numeric
@attribute outputWeightHVMax numeric
@attribute outputWeightHVAvg numeric
@attribute outputWeightHVStd numeric
@attribute numberVariablesDTG numeric
@attribute totalEdgesDTG numeric
@attribute totalWeigthDTG numeric
@attribute edVaRatioDTG numeric
@attribute weEdRatioDTG numeric
@attribute inputEdgeDTGMax numeric
@attribute inputEdgeDTGAvg numeric
@attribute inputEdgeDTGStd numeric
@attribute outputEdgeDTGMax numeric
@attribute outputEdgeDTGAvg numeric
@attribute outputEdgeDTGStd numeric
@attribute inputWeightDTGMax numeric
@attribute inputWeightDTGAvg numeric
@attribute inputWeightDTGStd numeric
@attribute outputWeightDTGMax numeric
@attribute outputWeightDTGAvg numeric
@attribute outputWeightDTGStd numeric
@attribute num_relevant_facts numeric
@attribute num_actions numeric
@attribute h_ff_ratio numeric
@attribute rp_fact_balance_min numeric
@attribute rp_fact_balance_avg numeric
@attribute rp_fact_balance_var numeric
@attribute rp_goal_balance_min numeric
@attribute rp_goal_balance_avg numeric
@attribute rp_goal_balance_var numeric
@attribute balance_Ratio numeric
@attribute Unbalance_Ratio numeric
@attribute Balance_Distorsion numeric
@attribute Additive numeric
@attribute Causal_graph numeric
@attribute Context-enhanced_additive numeric
@attribute FF numeric
@attribute Goal_count numeric
@attribute Landmark_count numeric
@attribute Landmark-cut numeric
@attribute Max numeric
@attribute n_landmarks numeric
@attribute numberEdges numeric
@attribute edVaratioLand numeric
@attribute numberFatherNodes numeric
@attribute numberChildrenNodes numeric
@attribute nodosbetween numeric
@attribute avginput numeric
@attribute maxinput numeric
@attribute stdinput numeric
@attribute avgoutput numeric
@attribute maxoutput numeric
@attribute stdoutput numeric
@attribute blackVariables numeric
@attribute blackRootVariables numeric
@attribute redBlackVariables numeric
@attribute Maximaleffectsblack numeric
@attribute Hred-black numeric

@data
grounded-strips-nurikabe,2,1,0,157,1,39,3,588,1,1626,630,0,630,1452,487,94,201,108,248,337,2886,80,3,1067,3022,0.074977,2.83224,37.775,0.0375,58,11.825,12.911,66,11.825,10.3655,277,37.775,54.2801,396,34.875,72.5649,58,0.7625,6.44834,396,5.0625,43.9902,238,3.025,26.4405,396,5.0625,43.9902,169,922,3715,0.248183,0.183297,77,-9000,0.055203,61,-9000,0.055203,184,-9000,0.276015,179,-9000,0.055203,85,101,1.6,-2,0,0.668625,0,0,0,7.762887,1.206186,13,?,?,?,?,?,?,?,?,18,41,2.27778,9,2,7,2.27778,8,1.41421,2.27778,10,2.64575,?,?,?,?,?
organic-synthesis-split,3,34,25,194,1,50,51,184,1,985,2873,5377,8250,11216,4496,256,512,0,0,2248,16710,201,7,3797,16016,0.052937,4.21807,79.6816,0.034826,42,17.8458,9.76597,60,17.8458,10.7139,720,79.6816,98.7987,1200,77.7562,159.121,29,0.497512,3.26922,167,1.52736,12.5226,106,1.28856,9.14267,167,1.52736,12.5226,402,6334,20750,0.305253,0.063467,257,15.7562,0.035092,257,15.7562,0.035092,731,47.6468,0.035092,731,47.6468,0.035092,256,2248,2,-2,0.066406,0.363743,-2,0.571429,1.049781,4.88968,0.149911,39,308,68,308,41,6,7,10,10,16,30,1.875,9,4,3,1.875,7,1.73205,1.875,6,2.23607,?,?,?,?,42
organic-synthesis-split,3,34,28,1237,1,52,37,1252,1,6310,36738,89807,126545,181037,51275,1491,2982,0,0,32721,231931,1384,25,66171,236250,0.020916,3.5703,170.701,0.018064,300,46.1488,47.4748,524,46.1488,40.3353,6284,170.701,259.995,4172,164.938,333.228,300,1.07587,11.1957,4172,3.83092,112.303,6284,5.96604,169.485,4172,3.83092,112.303,2720,89070,305411,0.29164,0.030538,655,-9000,0.604367,655,-9000,0.604367,2330,-9000,0.805822,2330,-9000,0.604367,?,?,?,?,?,?,?,?,?,?,?,?,46,8,46,16,2,3,8,8,28,6,0.214286,4,24,0,0.214286,2,0,0.214286,3,0,24,24,1384,0,15
snake,2,1,37,9,0,138,12,3,0,32,15170,990,16160,75043,28560,171,416,3,80,14720,166615,171,12,26970,320032,0.00634,11.8662,1871.53,0.070175,170,157.719,7.74239,170,157.719,40.6066,72816,1871.53,7673.16,48960,1871.53,5160.35,166,11.6082,42.2546,228,11.1813,44.7612,3008,175.906,647.078,228,11.1813,44.7612,416,87536,407568,0.214776,0.004752,7259,78.8298,1.52049,7299,95.4146,0,36065,353.458,6.08198,36065,419.798,0,296,14720,2.25,-5,0.016892,0.883244,-5,0,1.581139,1.495109,1.285122,93,11,11,11,8,5,8,4,4,28,24,0.857143,16,12,0,0.857143,5,1,0.857143,6,1.41421,?,?,?,?,9
termes,2,3,17,7,0,52,13,7,0,52,880,2774,3654,4445,125,13,69,12,67,608,3641,13,12,73,2110,0.178082,28.9041,162.308,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,462,162.308,97.1053,740,162.308,235.642,11,4.69231,2.29999,686,105.385,169.24,230,126.769,57.3064,686,105.385,169.24,69,832,2930,0.283959,0.082933,52,8.02564,3.07219,52,8.02564,3.07219,156,23.6154,9.47257,156,23.6154,3.07219,69,608,4.714286,-24,0,4.149384,-1,1.916667,6.713895,11.332237,15.99671,354,146,22,95,32,4,17,15,7,30,62,2.06667,8,11,11,2.06667,14,2.64575,2.06667,8,2.23607,1,0,13,0,28
grounded-strips-settlers,2,1,0,1234,1,464,4,8668,1,26139,9902,0,9902,26603,12975,1137,2346,82,244,8668,64452,1074,4,24997,179072,0.042965,7.16374,166.734,0.003724,201,22.7616,40.2619,305,22.7616,40.0549,4328,166.734,636.122,4817,165.875,715.308,200,0.201117,6.10847,4742,4.42365,144.629,356,0.350093,10.8649,4742,4.42365,144.629,2216,29967,208009,0.144066,0.073948,254,13.3211,0.472525,251,13.1911,0.426797,794,41.7957,2.37787,788,41.5356,0.426797,?,?,?,?,?,?,?,?,?,?,?,?,54,7,141,29,3,8,27,12,26,41,1.57692,17,3,6,1.57692,7,1.41421,1.57692,10,2.44949,?,?,?,?,29
termes,2,3,20,7,0,55,13,7,0,52,1438,4253,5691,7058,218,13,102,12,100,1028,6143,13,12,73,3622,0.178082,49.6164,278.615,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,798,278.615,168.535,1244,278.615,401.358,11,4.69231,2.29999,1190,182.923,293.62,398,217.231,99.2791,1190,182.923,293.62,102,1420,5030,0.282306,0.071831,88,12.0833,2.81617,88,12.0833,2.81617,264,36.1731,8.44851,264,36.1731,2.81617,102,1028,2,-12,0,1.697749,-1,1,3.341656,4.125486,5.04572,147,380,8,143,28,1,16,13,8,29,83,2.86207,5,11,13,2.86207,13,3.16228,2.86207,18,4.69042,1,0,13,0,34
termes,2,3,19,7,0,54,13,7,0,52,1252,3760,5012,6187,187,13,91,12,89,888,5309,13,12,73,3118,0.178082,42.7123,239.846,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,686,239.846,144.724,1076,239.846,346.108,11,4.69231,2.29999,1022,157.077,252.159,342,187.077,85.2855,1022,157.077,252.159,91,1224,4330,0.282679,0.074346,76,10.8993,2.43215,76,10.8993,2.43215,228,32.6209,7.29644,228,32.6209,2.43215,91,888,3.857143,-20,0,3.001831,-1,1.333333,5.661762,6.652027,10.967342,289,189,8,86,21,1,14,13,7,27,85,3.14815,5,10,12,3.14815,11,3.31662,3.14815,17,4.24264,1,0,13,0,22
grounded-strips-spider,2,1,0,433,1,64,21,4274,1,23845,4707,0,4707,23908,10638,411,825,51,105,4244,69649,409,21,20813,256247,0.019651,12.3119,626.521,0.051345,408,50.8337,60.5748,365,50.8337,44.9736,28949,626.521,2666.24,24378,626.389,1962.49,238,5.06846,28.0411,3308,29.9731,284.96,4343,72.9169,406.487,3308,29.9731,284.96,819,29085,285278,0.101953,0.028159,1809,35.5554,4.98192,1809,35.0566,5.00658,15877,312.828,42.4943,15877,309.337,5.00658,432,4274,5.272727,-15,0.081019,1.788702,1,1.333333,0.471404,31.749649,25.629854,1069,804,140,786,63,21,59,21,11,178,1056,5.93258,91,23,64,5.93258,81,13.1149,5.93258,32,7.68115,?,?,?,?,64
grounded-strips-settlers,2,1,0,1718,1,620,4,15192,1,45765,16910,0,16910,46385,22759,1570,3251,145,416,15192,111660,1487,4,41163,310967,0.036125,7.55453,209.124,0.00269,347,27.072,49.4872,459,27.072,53.6727,7581,209.124,945.098,8451,208.059,1065.67,347,0.244116,8.99968,8337,5.61264,216.126,662,0.458642,17.1646,8337,5.61264,216.126,3075,52497,361610,0.145176,0.058575,445,16.8259,0.285066,440,16.6695,0.220278,1409,54.7767,1.77518,1399,54.464,0.220278,?,?,?,?,?,?,?,?,?,?,?,?,126,7,438,46,3,9,33,12,29,55,1.89655,17,3,9,1.89655,9,2,1.89655,13,3.16228,?,?,?,?,50
spider,4,6,42,22,1,256,40,16,1,129,39803,35436,75239,248208,53345,631,1912,73,1397,37161,539325,628,40,61564,1750930,0.010201,28.4408,2788.11,0.063694,627,97.879,105.591,520,97.879,88.36,212729,2788.11,14975,164784,2787.33,10289.7,500,15.2357,75.3971,13520,396.223,1941.58,12589,338.557,1790.56,13520,396.223,1941.58,1906,253641,2430979,0.104337,0.007515,9650,154.61,45.023,9650,154.141,45.018,59170,1275.86,279.531,59163,1272.57,45.018,1331,38107,5.75,-37,0.069872,2.140887,-1,1.075,0.468375,35.769833,60.95224,8294,10660,340,10205,120,40,164,57,20,368,5883,15.9864,192,5,171,15.9864,176,25.2982,15.9864,140,27.4408,?,?,?,?,121
grounded-strips-caldera-split,2,1,0,366,1,20,5,952,1,4801,1318,0,1318,4820,1507,359,723,1,7,952,12190,292,5,5441,26164,0.053667,4.80867,89.6027,0.017123,290,15.8596,29.0927,172,15.8596,17.4047,4263,89.6027,324.323,1674,75.9966,156.158,290,2.08904,23.8113,1674,7.53425,102.099,4263,25.411,306.7,1674,7.53425,102.099,589,3568,20004,0.178364,0.165078,162,5.8136,3.43458,162,5.8136,3.43458,857,23.2784,17.2484,857,23.2784,3.43458,279,712,1.588235,-12,0.354839,1.858692,0,3.25,5.068284,1.443182,1.237374,678,683367,135,556695,46,3,28,21,17,73,716,9.80822,21,6,46,9.80822,37,9.69536,9.80822,43,13.5277,?,?,?,?,38
spider,4,6,37,22,1,223,35,16,1,129,23743,22490,46233,150682,31063,497,1484,64,1064,21717,321279,494,35,40754,1057538,0.012122,25.9493,2140.77,0.07085,493,82.3219,87.0522,399,82.3219,69.9931,126098,2140.77,10177.3,100960,2139.95,7130.25,382,13.1113,60.4554,9818,309.921,1443.18,8619,255.822,1269.64,9818,309.921,1443.18,1478,146962,1420595,0.103451,0.010057,6019,116.096,33.4722,6019,115.628,33.4663,33098,943.569,211.123,33098,940.296,33.4663,1031,22395,6.125,-32,0.075655,2.131947,-1,1.114286,0.522162,40.030987,54.853134,4768,5182,318,4972,100,35,144,48,16,324,4414,13.6235,170,6,148,13.6235,154,21.8403,13.6235,109,22.5832,?,?,?,?,100
spider,4,6,46,22,1,384,44,16,1,129,46197,42237,88434,284648,64838,706,2161,81,1603,43025,595171,704,44,74650,1731006,0.009431,23.1883,2458.82,0.0625,703,105.92,113.992,585,105.92,100.548,218911,2458.82,14303.8,182400,2458.2,9369.54,563,15.7315,79.9995,15382,403.523,2037.11,12524,309.835,1686.36,15382,403.523,2037.11,2157,265331,2475569,0.10718,0.008129,11289,140.118,45.5267,11289,139.648,45.5228,68439,1153.45,331.699,68439,1150.16,45.5228,1509,44091,9.941176,-53,0.055666,2.653795,0,1.636364,0.906815,60.034542,88.439362,7512,5175,341,4660,163,44,174,51,17,408,2883,7.06618,206,37,165,7.06618,202,21.6102,7.06618,50,9.38083,?,?,?,?,164
grounded-strips-settlers,2,1,0,2033,1,748,6,20118,1,60405,22151,0,22151,61153,30304,1879,3869,166,458,20118,147134,1805,6,54417,459980,0.03317,8.45287,254.837,0.003324,407,29.6837,56.0026,527,29.6837,61.0033,10044,254.837,1215.95,11067,253.982,1350.82,407,0.249861,9.59127,10956,6.08089,257.806,836,0.495291,19.6838,10956,6.08089,257.806,3711,69726,527726,0.132125,0.053223,534,18.7998,0.399917,531,18.7159,0.36463,1727,59.916,2.41126,1721,59.7481,0.36463,?,?,?,?,?,?,?,?,?,?,?,?,86,13,86,36,5,12,34,12,34,53,1.55882,22,5,7,1.55882,10,1.73205,1.55882,10,2.44949,?,?,?,?,39
snake,2,1,31,9,0,127,23,3,0,32,11419,957,12376,57455,20122,154,381,3,79,11010,128201,154,23,20766,260356,0.007416,12.5376,1690.62,0.149351,153,134.844,8.96467,153,134.844,42.2771,54252,1690.62,5722.8,40282,1690.62,4284.97,149,22.1364,52.8299,496,59.2597,149.973,2700,324.273,792.422,496,59.2597,149.973,381,65262,325618,0.200425,0.005838,5772,145.553,3.44254,5772,145.553,3.44254,31734,705.662,16.292,31734,705.662,3.44254,283,11010,2.6,-8,0.017668,1.300872,-5,0,1.142081,5.874023,7.488647,214,17,17,17,10,5,9,5,5,40,34,0.85,17,23,0,0.85,5,1,0.85,7,2,?,?,?,?,12
nurikabe,2,4,62,13,0,231,6,4,0,39,4116,1399,5515,51632,5187,271,607,8,81,3233,63219,271,6,3688,147826,0.073482,40.083,545.483,0.02214,268,13.6089,30.9127,103,13.6089,14.1605,28574,545.483,2406.93,12496,545.483,925.723,0,0,0,2,0.04428,0.294279,0,0,0,2,0.04428,0.294279,603,28599,176425,0.162103,0.021085,3184,-9000,0.030261,3189,-9000,0.030261,19681,-9000,0.211825,19691,-9000,0.030261,873,3233,3.75,-5,0,0.643943,0,0,0,7.645028,4.406343,103,?,?,?,?,?,?,?,?,62,193,3.1129,24,6,32,3.1129,25,4,3.1129,14,3.31662,?,?,?,?,?
caldera,4,19,174,31,0,184,5,8,0,285,121035,13135,134170,1140347,0,427,854,0,0,13453,344631,276,5,28095,1469637,0.009824,52.3096,5324.77,0.018116,265,87.4674,66.5679,168,87.4674,47.0177,53519,5324.77,6991.97,16170,4802.62,5957.26,198,3.45652,25.4543,3234,58.587,431.321,2327,42.1558,310.354,3234,58.587,431.321,552,33953,536689,0.063264,0.016258,870,61.5091,0.179925,870,61.5091,0.179925,11572,707.531,0.359849,11572,707.531,0.179925,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,88,410,4.65909,42,5,41,4.65909,44,7.74597,4.65909,33,7.74597,?,?,?,?,?
snake,2,1,26,9,0,94,8,3,0,32,6807,658,7465,33377,12546,116,280,3,54,6504,73582,116,8,12316,140536,0.009419,11.4108,1211.52,0.068966,115,106.172,6.1536,115,106.172,28.1879,32020,1211.52,4077.7,21592,1211.52,2748.18,111,7.62931,28.0322,124,4.77586,20.5166,1968,110.328,414.183,124,4.77586,20.5166,280,38524,179060,0.215146,0.007268,3239,91.0919,1.19661,3265,102.333,0.276142,16039,404.826,4.78646,16039,449.791,0.276142,200,6504,2.5,-10,0.025,1.820543,-5,0,1.936492,12.466637,16.568573,271,19,19,19,11,5,10,8,6,27,32,1.18519,18,8,1,1.18519,5,1,1.18519,8,2.23607,?,?,?,?,14
caldera,4,19,132,31,0,138,3,8,0,285,16101,4873,20974,171963,0,267,534,0,0,4897,123495,185,3,12934,546883,0.014303,42.2826,2956.12,0.016216,183,59.6919,44.1716,99,59.6919,28.9114,27375,2956.12,3687.97,10812,2563.21,3283.82,130,2.07568,16.1712,3276,41.3189,328.436,1716,26.8757,209.598,3276,41.3189,328.436,370,12616,203309,0.062053,0.029328,208,34.0973,0.438744,208,34.0973,0.438744,1200,175.051,0.987175,1200,175.051,0.438744,341,12817,3,-1,0.395894,1.231972,0,0,0,0,0,0,?,?,?,?,?,?,?,?,33,86,2.60606,14,3,16,2.60606,16,3.31662,2.60606,14,3.87298,?,?,?,?,?
termes,2,3,16,7,0,51,13,7,0,52,694,2281,2975,3574,94,13,58,12,56,468,2807,13,12,73,1606,0.178082,22,123.538,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,350,123.538,73.3009,572,123.538,180.446,11,4.69231,2.29999,518,79.5385,127.781,174,96.6154,43.3262,518,79.5385,127.781,58,636,2230,0.285202,0.091195,40,6.83333,2.30414,40,6.83333,2.30414,120,19.9615,7.16843,120,19.9615,2.30414,58,468,5,-13,0,2.505167,-1,1.083333,3.661929,6.226496,5.230769,69,61,13,48,17,3,15,11,4,28,48,1.71429,8,11,9,1.71429,11,2,1.71429,9,2.23607,1,0,13,0,24
grounded-strips-caldera-split,2,1,0,219,1,24,3,341,1,1799,498,0,498,1357,496,183,371,1,7,296,3785,143,3,2302,7620,0.06212,3.31017,53.2867,0.020979,135,13.8252,17.9826,63,13.8252,9.01771,1229,53.2867,133.594,566,46.5245,62.6496,135,1.87413,15.2324,566,4.8951,48.1807,1229,15.049,126.8,566,4.8951,48.1807,291,1158,7103,0.16303,0.251295,102,3.75924,2.92373,102,3.75924,2.92373,458,14.6384,13.1289,458,14.6384,2.92373,182,207,1.235294,-6,0.274725,1.548242,0,4,4,0.560784,0.572549,476,227789,96,2147483647,30,1,15,19,17,59,476,8.0678,19,1,39,8.0678,23,6.55744,8.0678,42,11.8743,?,?,?,?,29
grounded-strips-settlers,2,1,0,908,1,308,2,6066,1,18333,6974,0,6974,18641,8991,801,1675,86,250,6066,45151,741,2,16805,96042,0.044094,5.71508,129.611,0.002699,200,21.9595,34.4066,260,21.9595,36.1139,3027,129.611,447.517,3516,128.408,528.999,200,0.273954,7.3429,3441,4.64642,126.323,356,0.48583,13.0698,3441,4.64642,126.323,1551,20791,115833,0.179491,0.0746,258,13.261,0.293491,255,12.9918,0.238461,824,43.2269,1.17396,818,42.6885,0.238461,?,?,?,?,?,?,?,?,?,?,?,?,19,2,49,8,1,3,8,7,11,15,1.36364,7,1,3,1.36364,3,0,1.36364,8,2.23607,?,?,?,?,13
spider,4,6,37,22,1,247,35,16,1,129,24300,22330,46630,156992,29892,496,1474,64,1048,22235,328680,494,35,40427,1062510,0.01222,26.2822,2150.83,0.07085,493,81.6862,87.2435,398,81.6862,69.5729,126040,2150.83,10207.1,109640,2150.1,7228.18,383,12.9879,60.8721,9784,324.182,1512.66,8290,252.077,1277.5,9784,324.182,1512.66,1470,149719,1463769,0.102283,0.009818,7010,115.247,39.0435,7010,114.781,39.0391,40604,953.026,256.897,40604,949.759,39.0391,1022,22913,6.842105,-34,0.080235,2.271111,-2,1.314286,0.784545,42.496696,55.51355,6475,7924,241,7650,130,35,133,42,19,312,2881,9.23397,159,29,124,9.23397,153,22.3607,9.23397,61,13.4536,?,?,?,?,129
grounded-strips-caldera-split,2,1,0,722,1,28,7,2902,1,14613,3624,0,3624,14640,5800,721,1442,0,0,2902,37475,612,7,12903,88485,0.047431,6.85771,144.583,0.011438,610,18.165,38.9311,327,18.165,26.3062,14120,144.583,665.067,4244,124.954,349.887,610,1.2451,24.9292,4244,9.56209,182.779,14120,29.1977,588.15,4244,9.56209,182.779,1224,11277,63382,0.177921,0.10854,504,9.21324,0.726418,504,9.21324,0.726418,2568,40.3415,24.5771,2568,40.3415,0.726418,461,2146,1.941176,-14,0.130152,1.707576,0,2.5,5.59017,1.322769,1.023353,1080,1138945,105,1138945,52,5,34,23,17,73,531,7.27397,25,5,43,7.27397,38,9.32738,7.27397,34,9.43398,?,?,?,?,58
termes,2,3,16,7,0,51,13,7,0,52,694,2281,2975,3574,94,13,58,12,56,468,2807,13,12,73,1606,0.178082,22,123.538,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,350,123.538,73.3009,572,123.538,180.446,11,4.69231,2.29999,518,79.5385,127.781,174,96.6154,43.3262,518,79.5385,127.781,58,636,2230,0.285202,0.091195,40,7.14103,1.28008,40,7.14103,1.28008,120,21.3462,3.84023,120,21.3462,1.28008,58,468,4,-10,0,1.938716,-1,0.75,2.861381,5.121795,4.337607,55,42,10,32,15,2,11,9,4,24,42,1.75,6,10,8,1.75,8,1.73205,1.75,11,2.64575,1,0,13,0,12
grounded-strips-settlers,2,1,0,1434,1,482,3,12318,1,37143,13752,0,13752,37625,18307,1275,2659,148,410,12318,90502,1197,3,32749,216041,0.036551,6.59687,180.485,0.002506,347,26.6224,46.1376,430,26.6224,50.9984,6144,180.485,766.174,7014,179.201,888.023,347,0.294904,10.026,6900,5.76775,199.352,662,0.559733,19.1267,6900,5.76775,199.352,2493,42315,256548,0.16494,0.058915,452,16.9707,0.346554,447,16.7455,0.274355,1458,57.2756,0.043319,1448,56.8253,0.274355,?,?,?,?,?,?,?,?,?,?,?,?,38,4,38,18,2,6,13,7,19,36,1.89474,9,2,8,1.89474,7,1.41421,1.89474,9,2.82843,?,?,?,?,13
organic-synthesis-split,3,34,29,1237,1,52,41,1252,1,6310,42877,77080,119957,177473,59228,1311,2622,0,0,39022,267562,1226,41,59164,259849,0.020722,4.39201,211.949,0.033442,245,47.2463,50.7449,460,47.2463,37.488,4600,211.949,284.682,3510,205.968,427.501,245,1.98613,13.4515,2771,3.98613,79.7773,4600,6.90049,133.359,2771,3.98613,79.7773,2452,99726,339333,0.293888,0.024587,745,40.6713,1.12719,745,40.6713,1.12719,2796,136.662,4.2234,2796,136.662,1.12719,?,?,?,?,?,?,?,?,?,?,?,?,204,28,204,46,8,8,23,13,63,86,1.36508,11,38,14,1.36508,12,2,1.36508,18,3.16228,?,?,?,?,46
grounded-strips-settlers,2,1,0,1551,1,534,4,13528,1,40739,15079,0,15079,41273,20502,1434,2949,144,366,13528,99751,1358,4,37092,248375,0.036612,6.69619,182.898,0.002946,375,26.7032,46.8824,464,26.7032,53.1558,6749,182.898,816.056,7652,181.836,937.645,375,0.296024,10.1825,7539,5.56038,204.505,789,0.607511,21.411,7539,5.56038,204.505,2787,46952,293585,0.159926,0.059359,460,16.852,0.528768,457,16.7559,0.488093,1478,55.2706,1.30158,1472,55.0784,0.488093,?,?,?,?,?,?,?,?,?,?,?,?,49,10,49,27,3,10,26,9,31,55,1.77419,18,3,10,1.77419,10,2,1.77419,11,2.82843,?,?,?,?,27
data-network,5,5,47,10,4,335,2,5,1,61,3396,6717,10113,15497,343,101,259,7,71,2963,18617,101,2,653,12799,0.154671,19.6003,126.723,0.019802,17,6.46535,4.41322,55,6.46535,9.27956,1016,126.723,148.167,2160,126.723,271.511,2,0.039604,0.278639,1,0.019802,0.139319,14,0.277228,1.95047,1,0.019802,0.139319,259,4939,15170,0.325577,0.05244,685,14.5958,0.049259,685,14.5958,0.049259,2004,32.7231,0.098519,2004,32.7231,0.049259,214,2967,2.6,-4,0.009346,0.603654,1,1,0,6.500168,3.756656,38,15,4,15,13,2,4,8,5,10,12,1.2,6,2,2,1.2,2,0,1.2,4,1.41421,4,0,101,1,13
termes,2,3,16,7,0,51,13,7,0,52,694,2281,2975,3574,94,13,58,12,56,468,2807,13,12,73,1606,0.178082,22,123.538,0.923077,12,5.61538,2.61765,12,5.61538,2.61765,350,123.538,73.3009,572,123.538,180.446,11,4.69231,2.29999,518,79.5385,127.781,174,96.6154,43.3262,518,79.5385,127.781,58,636,2230,0.285202,0.091195,40,7.14103,1.28008,40,7.14103,1.28008,120,21.3462,3.84023,120,21.3462,1.28008,58,468,4.8,-17,0,3.221694,-1,1.666667,4.696334,10.457265,10.087606,120,82,24,64,27,6,19,16,5,32,60,1.875,11,11,10,1.875,15,2.82843,1.875,7,2,1,0,13,0,28
nurikabe,2,4,174,13,0,703,21,4,0,39,37396,6431,43827,949928,53376,1619,3443,23,251,31717,644215,1619,21,29817,1548391,0.054298,51.9298,956.387,0.012971,1606,18.4169,74.0182,299,18.4169,30.9741,298445,956.387,10105,125472,956.387,3514.04,0,0,0,2,0.025942,0.226298,0,0,0,2,0.025942,0.226298,3419,298530,1846921,0.161637,0.011453,31548,-9000,0.012419,31568,-9000,0.012419,220831,-9000,0.086931,220871,-9000,0.012419,6864,31717,7.04,-11,0,0.493843,0,0,0,11.279905,7.992094,1087,?,?,?,?,?,?,?,?,206,595,2.88835,79,21,106,2.88835,84,6.48074,2.88835,15,3.16228,?,?,?,?,?
nurikabe,2,4,122,13,0,483,13,4,0,39,16948,3624,20572,331357,23698,829,1796,15,168,15010,305117,829,13,14406,737765,0.057546,51.2123,889.946,0.015682,827,17.3776,55.2231,213,17.3776,24.9148,142436,889.946,6787.05,59104,889.946,2373.64,0,0,0,2,0.031363,0.24848,0,0,0,2,0.031363,0.24848,1794,142490,880255,0.161874,0.01259,14903,-9000,0.017345,14915,-9000,0.017345,102882,-9000,0.121413,102906,-9000,0.017345,3177,15010,6.052631,-9,0,0.62776,0,0,0,10.576193,9.408799,637,?,?,?,?,?,?,?,?,132,385,2.91667,52,13,67,2.91667,52,5,2.91667,16,3.16228,?,?,?,?,?
grounded-strips-settlers,2,1,0,1466,1,575,6,10540,1,31755,12006,0,12006,32330,16228,1428,2881,71,178,10540,78763,1365,6,31889,257242,0.042805,8.06679,188.456,0.004396,211,22.9407,43.8413,321,22.9407,42.2861,5264,188.456,763.252,5753,187.78,839.522,200,0.175824,5.43842,5678,4.17289,153.628,356,0.298168,9.65696,5678,4.17289,153.628,2751,36964,293176,0.126081,0.074424,254,13.2257,0.378655,252,13.1502,0.351608,794,40.5974,2.36659,790,40.4465,0.351608,?,?,?,?,?,?,?,?,?,?,?,?,100,13,290,38,5,12,33,12,39,73,1.87179,24,5,10,1.87179,10,2,1.87179,12,3.16228,?,?,?,?,38
