domain, requirements, types, objects, predicates, functions, init, goal, actions, use_min_cost_metric, generated_rules, relevant_atoms, auxiliary_atoms, final_queue_length, total_queue_pushes, effect_conditions_simplified, translator_variables, translator_facts, translator_mutex_groups, translator_total_mutex_groups_size, translator_operators, translator_task_size, numberVariablesCG, highLevelVariablesCG, totalEdgesCG, totalWeightCG, veRatio, weRatio, wvRatio, hvRatio, inputEdgeCGMax, inputEdgeCGAvg, inputEdgeCGStd, outputEdgeCGMax, outputEdgeCGAvg, outputEdgeCGStd, inputWeightCGMax, inputWeightCGAvg, inputWeightCGStd, outputWeightCGMax, outputWeightCGAvg, outputWeightCGStd, inputEdgeHVMax, inputEdgeHVAvg, inputEdgeHVStd, outputEdgeHVMax, outputEdgeHVAvg, outputEdgeHVStd, inputWeightHVMax, inputWeightHVAvg, inputWeightHVStd, outputWeightHVMax, outputWeightHVAvg, outputWeightHVStd, numberVariablesDTG, totalEdgesDTG, totalWeigthDTG, edVaRatioDTG, weEdRatioDTG, inputEdgeDTGMax, inputEdgeDTGAvg, inputEdgeDTGStd, outputEdgeDTGMax, outputEdgeDTGAvg, outputEdgeDTGStd, inputWeightDTGMax, inputWeightDTGAvg, inputWeightDTGStd, outputWeightDTGMax, outputWeightDTGAvg, outputWeightDTGStd, num_relevant_facts, num_actions, h_max, h_ff, h_ff_ratio, rp_fact_balance_min, rp_fact_balance_avg, rp_fact_balance_var, rp_goal_balance_min, rp_goal_balance_avg, rp_goal_balance_var, balance_Ratio, Unbalance_Ratio, Balance_Distorsion, Additive, Causal_graph, Context-enhanced_additive, FF, Goal_count, Landmark_count, Landmark-cut, Max, n_landmarks, numberEdges, edVaratioLand, numberFatherNodes, numberChildrenNodes, nodosbetween, avginput, maxinput, stdinput, avgoutput, maxoutput, stdoutput, blackVariables, blackRootVariables, redBlackVariables, allpairsvaluesconnected, allvaluesconnectedgoal, blackstronglpyarents, Maximaleffectsblack, Hred-black
data-network,5,5,71,10,4,572,5,5,1,61,6389,12134,18523,28964,679,197,451,7,71,5730,35780,197,5,1382,24548,0.142547,17.7627,124.609,0.025381,19,7.01523,5.13619,112,7.01523,13.9151,2008,124.609,190.857,4287,124.609,380.438,2,0.050761,0.314557,1,0.025381,0.157279,30,0.385787,2.68355,1,0.025381,0.157279,451,10698,33434,0.319974,0.042157,1601,16.169,0.035443,1601,16.169,0.035443,4963,35.1771,0.070885,4963,35.1771,0.035443,359,5736,6,25,4.166667,-13,0.013928,0.890886,1,1,0,13.345536,6.331067,113,37,10,37,25,5,10,17,6,28,45,1.60714,17,5,6,1.60714,10,1.41421,1.60714,7,2,6,0,197,0,0,0,1,23
termes,2,3,25,7,0,88,21,7,0,52,1568,5622,7190,8641,237,21,117,20,115,1196,7141,21,20,133,4182,0.157895,31.4436,199.143,0.952381,20,6.33333,4.34613,20,6.33333,4.34613,910,199.143,175.948,1468,199.143,394.613,19,5.38095,3.31628,1358,129.238,275.779,454,155.81,83.0993,1358,129.238,275.779,117,1644,5814,0.282766,0.071168,52,7.63333,1.35087,52,5.91905,1.35087,156,22.8714,4.05262,156,17.7286,1.35087,117,1196,8,69,8.625,-55,0,7.219395,-1,3.45,11.842613,21.755852,31.032608,767,548,104,362,74,16,58,36,8,78,210,2.69231,22,19,37,2.69231,52,6.16441,2.69231,7,2.23607,1,0,21,0,0,0,0,70
agricola,3,19,99,33,2,417,1,22,1,258,299043,2422,301465,1112216,321615,115,326,12,120,298119,3310533,109,1,1437,6337350,0.075853,4410.13,58140.8,0.009174,79,12.6881,15.4068,54,12.6881,10.7411,1122710,58140.8,168449,1557850,45654.7,200661,11,0.100917,1.04876,8,0.073395,0.762738,20,0.183486,1.90684,8,0.073395,0.762738,314,427558,2628649,0.162653,0.000734,79205,1026.19,1221.62,80165,1025.32,1241.02,460361,4974.83,7486.96,467081,4972.25,1241.02,?,?,?,?,?,?,?,?,?,?,?,?,?,?,636,8,668,30,1,30,28,28,63,487,7.73016,33,1,29,7.73016,29,8.77496,7.73016,37,10,?,?,?,?,?,?,?,30
snake,2,1,65,9,0,263,33,3,0,32,54372,1981,56353,273035,102559,324,799,3,157,53511,614016,324,33,95487,1217858,0.003393,12.7542,3758.82,0.101852,323,294.713,13.3941,323,294.713,81.5255,265877,3758.82,20109.5,186293,3758.82,14142.1,319,32.4043,96.2261,780,68.5586,209.415,5924,525.506,1590.99,780,68.5586,209.415,799,319388,1537246,0.207766,0.002502,26827,333.246,4.67996,26827,333.246,4.67996,136365,1574.92,20.409,136365,1574.92,4.67996,575,53511,8,13,1.625,-8,0.008696,0.908852,-5,0,0.953463,4.330512,6.455196,267,22,22,22,14,5,10,8,8,52,28,0.538462,18,33,1,0.538462,5,0,0.538462,7,1.41421,?,?,?,?,?,?,?,15
flashfill,5,9,29,154,1,32,1,390,1,3325,24909,12222,37131,335188,6888,2163,4335,59,124,22602,466173,2162,1,23778,669249,0.090924,28.1457,309.551,0.000463,2161,10.9695,80.1744,1887,10.9695,51.4006,112606,309.551,3323.91,13434,126.834,604.033,0,0,0,60,0.027752,1.2901,0,0,0,60,0.027752,1.2901,4333,19996,131995,0.151491,0.216693,3802,4.61847,0.06449,3802,4.61847,0.06449,17119,20.7938,0.290205,17119,20.7938,0.06449,?,?,?,?,?,?,?,?,?,?,?,?,?,?,864,22,864,37,1,28,23,13,87,234,2.68966,58,1,28,2.68966,29,4.79583,2.68966,62,7.2111,?,?,?,?,?,?,?,36
grounded-strips-caldera,2,1,0,7313,1,159,6,153499,1,486529,139125,0,139125,411045,45786,7026,14065,206,412,53281,984145,6875,6,205982,4429546,0.033377,21.5045,644.298,0.000873,6840,28.0207,172.293,6735,28.0207,139.297,231365,644.298,5949.49,109654,509.778,4455.55,6840,1.22633,82.9296,109654,28.7456,1469.56,231365,40.9114,2815.18,109654,28.7456,1469.56,13763,121954,1049439,0.116209,0.112854,13008,8.77484,0.500436,13008,8.77484,0.500436,161308,77.0295,572.782,161308,77.0295,0.500436,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11907,105,11907,31,5,17,16,9,44,117,2.65909,22,5,17,2.65909,20,4.24264,2.65909,11,3.74166,?,?,?,?,?,?,?,30
spider,4,6,37,22,1,247,35,16,1,129,24001,22474,46475,153537,30582,496,1476,64,1052,21934,321948,494,35,40648,1032413,0.012153,25.3989,2089.9,0.07085,493,82.1336,87.329,399,82.1336,69.8856,123389,2089.9,9963.39,104720,2089.18,6922.86,383,13.0344,60.6501,9785,316.642,1478.3,8290,248.16,1249.77,9785,316.642,1478.3,1472,145648,1411726,0.10317,0.010107,6559,112.995,36.3409,6559,112.528,36.336,37969,936.515,240.227,37969,933.249,36.336,1024,22612,15,123,8.2,-35,0.077148,2.292759,-2,1.371429,0.759162,52.745754,64.980453,4283,2687,266,2389,125,35,127,40,15,297,2278,7.67003,153,29,115,7.67003,144,19.7231,7.67003,47,10.2956,?,?,?,?,?,?,?,126
nurikabe,2,4,203,13,0,828,25,4,0,39,49932,8209,58141,1399636,66503,2045,4329,27,293,43792,865976,2045,25,40074,2094292,0.051031,52.2606,1024.1,0.012225,2035,19.5961,83.4185,355,19.5961,36.1604,406935,1024.1,12217.1,173528,1024.1,4253.47,0,0,0,2,0.02445,0.219777,0,0,0,2,0.02445,0.219777,4311,407033,2501325,0.162727,0.010591,43597,-9000,0.011051,43621,-9000,0.011051,305174,-9000,0.077359,305222,-9000,0.011051,9394,43792,25,201,8.04,-12,0,0.550804,0,0,0,6.722874,7.894746,1117,?,?,?,?,?,?,?,?,242,687,2.83884,95,25,122,2.83884,99,7.07107,2.83884,16,3.16228,?,?,?,?,?,?,?,?
organic-synthesis-split,3,34,78,1237,1,120,26,1252,1,6310,264471,412277,676748,1047745,406014,5977,11954,0,0,251387,1759177,5176,20,411446,1797252,0.01258,4.36814,347.228,0.003864,1558,77.9801,121.764,1915,77.9801,107.905,17644,347.228,763.016,24257,341.634,1285.64,814,0.355294,12.0122,24257,4.97025,337.168,17644,3.7102,245.324,24257,4.97025,337.168,10352,692911,2381442,0.290963,0.01494,5199,66.935,0.027794,5199,66.935,0.027794,18849,192.153,3.91894,18849,192.153,0.027794,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1338,50,1338,183,11,14,50,25,72,188,2.61111,15,19,38,2.61111,18,2.64575,2.61111,29,5.65685,?,?,?,?,?,?,?,185
organic-synthesis-split,3,34,53,1237,1,96,23,1252,1,6310,129117,318598,447715,643932,189214,3470,6940,0,0,120760,846443,3391,23,214275,856130,0.015826,3.99547,252.471,0.006783,885,60.8042,84.1284,1756,60.8042,100.847,23200,252.471,626.487,15398,240.904,930.475,606,0.568564,11.904,15398,4.86818,264.421,23200,7.59894,398.529,15398,4.86818,264.421,6662,319412,1089621,0.29314,0.020857,2809,-9000,3.63093,2809,-9000,3.63093,10378,-9000,8.38634,10378,-9000,3.63093,?,?,?,?,?,?,?,?,?,?,?,?,?,?,293,31,293,84,5,6,26,22,29,11,0.37931,7,22,0,0.37931,5,0,0.37931,3,0,60,60,3391,0,0,0,0,80
caldera-split,2,19,300,56,1,372,12,21,1,359,90965,66888,157853,3052434,3744,1245,2657,29,997,84926,1067470,947,12,22681,2125541,0.041753,93.7146,2244.5,0.012672,946,17.1098,66.6982,777,17.1098,44.8825,323647,2244.5,20385.4,457513,2162.89,25440.7,946,1.20803,30.7783,457513,483.234,14859.3,323647,342.376,10511.5,457513,483.234,14859.3,2061,397391,2335979,0.170118,0.005186,49649,43.7369,175.532,44556,43.7369,169.56,317038,271.71,1082.41,265808,271.71,169.56,2052,98797,17,66,3.882353,-30,0.032651,1.526378,0,2.833333,9.397103,0.045417,0.19771,2720,?,?,?,?,?,?,?,?,103,607,5.8932,38,11,54,5.8932,54,10.247,5.8932,28,8.3666,?,?,?,?,?,?,?,?
caldera,4,19,156,31,0,154,7,8,0,285,227492,16910,244402,2114683,0,592,1184,0,0,117281,3091218,449,7,70853,14114554,0.006337,199.209,31435.5,0.01559,447,144.263,119.626,288,144.263,74.834,615943,31435.5,58276.1,149296,27905,44253.6,332,5.17595,41.1294,18768,292.597,2325.05,11207,174.719,1388.36,18768,292.597,2325.05,898,248769,4108093,0.060556,0.00361,3584,277.026,0.376702,3584,277.026,0.376702,51066,3504.9,0.776949,51066,3504.9,0.376702,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,60,191,3.18333,30,7,23,3.18333,28,5.74456,3.18333,13,4.69042,?,?,?,?,?,?,?,?
settlers,3,19,163,50,1,755,5,28,1,446,5650,19983,25633,325400,55926,3028,6116,16,92,1424,234007,2672,5,69870,415434,0.038243,5.94581,155.477,0.001871,2159,24.7784,129.738,171,24.7784,19.6182,24500,155.477,1053.28,1892,150.936,241.875,214,0.231662,6.40025,6,0.006737,0.168516,392,0.430389,11.8164,6,0.006737,0.168516,5404,95286,431554,0.220797,0.056714,244,17.7486,0.019338,244,17.7486,0.019338,993,49.3183,0.038677,993,49.3183,0.019338,?,?,?,?,?,?,?,?,?,?,?,?,?,?,289,24,289,77,8,27,45,12,50,91,1.82,32,5,13,1.82,16,2.44949,1.82,12,3,?,?,?,?,?,?,?,73
termes,2,3,24,7,0,73,17,7,0,52,2004,6329,8333,10270,316,17,138,16,136,1532,9135,17,16,103,5414,0.165049,52.5631,318.471,0.941176,16,6.05882,3.5392,16,6.05882,3.5392,1190,318.471,242.259,1860,318.471,549.039,15,5.11765,2.82598,1778,209.059,394.532,594,248.471,122.783,1778,209.059,394.532,138,2120,7522,0.28184,0.065094,88,11.0441,2.51096,88,11.0441,2.51096,264,33.0882,7.53287,264,33.0882,2.51096,138,1532,11,36,3.272727,-24,0,2.914233,-1,1.3125,5.881313,7.694517,13.49086,658,469,11,158,42,1,18,15,11,35,97,2.77143,4,15,16,2.77143,13,3.16228,2.77143,20,5.09902,1,0,17,0,0,0,0,44
grounded-strips-nurikabe,2,1,0,2083,1,287,7,16093,1,43847,14857,0,14857,37769,15756,1530,3080,2475,5890,10937,86729,1459,7,33053,111070,0.044141,3.36036,76.1275,0.004798,1316,19.9431,72.981,1349,19.9431,73.2892,6884,76.1275,385.576,12301,70.9959,537.473,1316,0.9061,34.4414,12301,8.4462,321.932,6884,4.72515,180.162,12301,8.4462,321.932,2938,31829,135379,0.23511,0.092306,2041,10.5641,0.013081,1843,10.3379,0.013081,6663,47.3143,0.065406,6663,46.862,0.013081,622,1647,10,35,3.5,-9,0,0.743676,0,0,0,2.892653,4.15568,95,?,?,?,?,?,?,?,?,56,160,2.85714,24,6,26,2.85714,25,4,2.85714,12,3.16228,?,?,?,?,?,?,?,21
grounded-strips-caldera-split,2,1,0,545,1,26,6,2212,1,12467,2695,0,2695,11772,4748,540,1080,0,0,2152,29547,450,6,9773,75744,0.046045,7.75033,168.32,0.013333,446,18.6822,33.5903,219,18.6822,21.8332,11927,168.32,664.122,3491,145.424,330.494,446,1.28889,21.403,3491,10.1489,171.257,11927,32.1933,572.992,3491,10.1489,171.257,900,9656,57755,0.167189,0.093206,331,10.7289,0.023518,331,10.7289,0.023518,1680,42.6189,12.7937,1680,42.6189,0.023518,378,1587,17,31,1.823529,-10,0.335979,1.926102,0,2,4,0.92877,0.995548,889,911156,88,911156,56,4,23,22,17,62,347,5.59677,22,4,36,5.59677,28,6.7082,5.59677,30,7.81025,?,?,?,?,?,?,?,47
nurikabe,2,4,121,13,0,482,13,4,0,39,17341,3632,20973,342625,25200,867,1873,15,169,14737,302070,867,13,14392,725084,0.060242,50.381,836.314,0.014994,861,16.5998,55.2039,209,16.5998,23.5749,139442,836.314,6498.7,58008,836.314,2283.51,0,0,0,2,0.029989,0.243059,0,0,0,2,0.029989,0.243059,1863,139497,864581,0.161346,0.013355,14628,-9000,0.016961,14640,-9000,0.016961,101713,-9000,0.118729,101737,-9000,0.016961,3182,14737,23,95,4.130435,-5,0,0.464314,0,0,0,5.522148,2.17529,451,?,?,?,?,?,?,?,?,132,390,2.95455,50,13,69,2.95455,51,5,2.95455,15,3.16228,?,?,?,?,?,?,?,?
snake,2,1,50,9,0,206,32,3,0,32,31863,1562,33425,160585,58563,252,624,3,126,31192,360632,252,32,56724,725185,0.004443,12.7844,2877.72,0.126984,251,225.095,12.8109,251,225.095,66.2841,154638,2877.72,13030.5,111384,2877.72,9443.91,247,31.2579,81.9591,732,78.2897,212.314,4560,479.401,1287,732,78.2897,212.314,624,185830,911015,0.203981,0.003358,15995,250.36,4.95678,15995,250.36,4.95678,84804,1197.28,22.8702,84804,1197.28,4.95678,456,31192,8,14,1.75,-9,0.013158,1.063676,-5,0,0.968246,6.911805,12.066492,370,22,22,22,12,5,11,8,8,52,39,0.75,18,32,2,0.75,5,1,0.75,9,2,?,?,?,?,?,?,?,14
data-network,5,5,89,10,4,427,8,5,1,61,5522,11233,16755,25351,776,184,404,4,44,4832,29984,184,8,1080,20284,0.17037,18.7815,110.239,0.043478,24,5.86957,4.6607,120,5.86957,13.7194,2317,110.239,209.439,4923,110.239,421.662,2,0.086957,0.407862,1,0.043478,0.203931,32,0.782609,4.15417,1,0.043478,0.203931,404,9272,28892,0.320919,0.043572,1825,14.8311,0.03666,1825,14.8311,0.03666,5796,31.7353,0.07332,5796,31.7353,0.03666,320,4844,6,41,6.833333,-12,0.025,1.234656,1,1,0,22.087322,18.655037,249,63,16,63,38,8,16,22,6,37,56,1.51351,21,8,8,1.51351,10,1.41421,1.51351,6,1.73205,12,0,184,0,0,0,1,37
flashfill,5,9,30,124,1,37,1,260,1,2166,26195,12865,39060,371682,2615,2590,5200,42,99,23460,2376708,2588,1,22539,3302756,0.114823,146.535,1276.18,0.000386,2587,8.67852,86.2028,2338,8.67852,51.5092,362523,1276.18,14482.3,16530,88.4142,613.987,0,0,0,40,0.015456,0.786129,0,0,0,40,0.015456,0.786129,5196,16083,85539,0.188019,0.323074,4668,3.09067,0.009825,4678,3.0984,0.009825,21014,13.8933,0.039299,21059,13.928,0.009825,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,27,51,1.88889,19,1,7,1.88889,8,1.73205,1.88889,20,3.87298,?,?,?,?,?,?,?,?
data-network,5,5,84,10,4,383,9,5,1,61,5566,11364,16930,25447,868,219,474,4,44,4867,29779,219,9,1245,19439,0.175904,15.6137,88.7626,0.041096,28,5.68493,4.8949,139,5.68493,14.7916,2402,88.7626,190.834,4880,88.7626,376.487,2,0.082192,0.397024,1,0.041096,0.198512,26,0.575342,2.95128,1,0.041096,0.198512,474,9409,28404,0.331256,0.050377,1875,12.6533,0.033633,1875,12.6533,0.033633,5998,26.8633,0.067265,5998,26.8633,0.033633,371,4876,6,42,7,-11,0.024259,1.104733,1,1,0,21.743643,18.897869,260,54,18,54,42,9,18,24,6,49,105,2.14286,27,9,13,2.14286,11,2.44949,2.14286,10,2.64575,9,0,219,0,0,0,1,42
caldera-split,2,19,258,56,1,312,10,21,1,359,45548,40544,86092,1413010,2200,924,1989,29,871,41379,522133,702,10,15432,1045974,0.04549,67.7795,1489.99,0.014245,701,15.9373,55.5049,580,15.9373,38.5698,164811,1489.99,11885.3,213288,1424.29,13845.5,701,1.22934,26.5074,213288,303.957,8044.3,164811,235.402,6215.94,213288,303.957,8044.3,1545,203935,1194330,0.170753,0.007576,29085,34.3872,124.297,25900,34.3872,124.297,184516,211.85,749.448,155504,211.85,124.297,1534,49431,17,54,3.176471,-24,0.037158,1.431368,0,2.6,7.8,0.021988,0.206741,2194,?,?,?,?,?,?,?,?,87,511,5.87356,30,9,48,5.87356,46,9.21954,5.87356,28,8.18535,?,?,?,?,?,?,?,?
snake,2,1,50,9,0,213,39,3,0,32,33501,1647,35148,170329,60156,259,645,3,133,32809,382563,259,39,59234,782241,0.004372,13.2059,3020.24,0.150579,258,228.703,16.2338,258,228.703,68.7534,162625,3020.24,13262,120435,3020.24,9917.43,254,38.1158,90.5284,916,118.842,289.894,4700,594.127,1442.65,916,118.842,289.894,645,195434,977675,0.199897,0.0033,17289,256.163,4.23995,17289,256.163,4.23995,95630,1243.93,20.0856,95630,1243.93,4.23995,477,32809,7,12,1.714286,-7,0.010482,0.912236,-5,0,0.877058,5.474626,7.699656,233,17,17,17,12,5,9,7,7,55,24,0.436364,16,39,0,0.436364,5,0,0.436364,5,1,?,?,?,?,?,?,?,12
snake,2,1,37,9,0,143,17,3,0,32,15606,1049,16655,77599,28963,176,431,3,85,15141,173246,176,17,28037,340350,0.006277,12.1393,1933.81,0.096591,175,159.301,7.39819,175,159.301,45.1907,74851,1933.81,7676.72,52263,1933.81,5372.7,171,16.4489,50.3051,356,26.5057,87.2613,3108,251.568,786.572,356,26.5057,87.2613,431,89992,430342,0.209117,0.004789,7616,174.754,2.96051,7616,174.754,2.96051,37640,823.559,12.4791,37640,823.559,2.96051,311,15141,9,20,2.222222,-15,0.019293,1.978895,-5,0,1.328422,13.911762,31.055016,847,27,27,27,21,5,10,9,9,36,36,1,18,17,1,1,5,1.41421,1,8,2.23607,?,?,?,?,?,?,?,22
grounded-strips-caldera,2,1,0,2851,1,25,5,19811,1,85171,22630,0,22630,84835,13615,2835,5681,157,314,15001,235116,2745,5,81322,827926,0.033755,10.1808,301.612,0.001821,2742,27.5148,114.204,2666,27.5148,90.1064,44234,301.612,1905.49,41718,242.152,1425.5,2742,1.29836,52.9045,41718,20.6149,817.131,44234,19.6091,852.116,41718,20.6149,817.131,5501,42256,310479,0.136099,0.130183,4895,7.64104,0.00954,4895,7.62902,0.00954,55942,56.2771,347.069,55942,56.1165,0.00954,310,12146,9,22,2.444444,-8,0.396774,1.267709,0,0.75,0.433013,3.360331,1.053159,56,11208,90,11208,26,4,24,15,9,58,187,3.22414,28,4,26,3.22414,28,4.58258,3.22414,24,5.83095,?,?,?,?,?,?,?,27
grounded-strips-flashfill,2,1,0,2580,1,123,2,21435,1,57336,23560,0,23560,55999,10010,2533,5071,1114,2228,19935,150097,2533,2,42554,288984,0.059524,6.79099,114.088,0.00079,2281,16.7998,85.1831,1815,16.7998,63.3736,29668,114.088,929.985,9530,114.088,484.114,2281,0.900513,45.3129,7870,3.12475,156.343,28578,11.2823,567.713,7870,3.12475,156.343,5071,27408,223717,0.122512,0.185019,1763,5.40834,0.009931,1763,5.40834,0.009931,9482,19.5976,0.039723,9482,19.5976,0.009931,?,?,?,?,?,?,?,?,?,?,?,?,?,?,69,21,69,21,1,9,10,7,22,42,1.90909,15,1,6,1.90909,7,1.41421,1.90909,16,3.4641,?,?,?,?,?,?,?,21
organic-synthesis-split,3,34,78,1237,1,134,12,1252,1,6310,402608,526119,928727,1494188,604360,6908,13816,0,0,385583,2670213,6375,12,606554,2719701,0.01051,4.48386,426.62,0.001882,1915,93.6496,149.194,2720,93.6496,131.104,29761,426.62,909.49,34271,422.004,1485.25,764,0.252549,10.2442,34271,5.52439,429.209,29761,4.88925,372.77,34271,5.52439,429.209,12750,1052863,3635674,0.289592,0.01211,5428,82.5775,7.55734,5428,82.5775,7.55734,19312,320.735,10.3436,19312,320.735,7.55734,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,75,223,2.97333,20,11,44,2.97333,14,3,2.97333,48,6.16441,?,?,?,?,?,?,?,120
grounded-strips-nurikabe,2,1,0,2036,1,322,8,14532,1,39717,14006,0,14006,35248,14061,1444,2907,2378,5482,10267,80870,1375,8,30354,103066,0.045299,3.39547,74.9571,0.005818,1215,19.6327,66.1771,1244,19.6327,67.9399,6368,74.9571,349.112,11103,69.8145,504.32,1215,0.888,32.7543,11103,8.09309,299.316,6368,4.63855,171.67,11103,8.09309,299.316,2769,29462,125386,0.23497,0.093986,1940,10.4053,0.013474,1841,10.2613,0.013474,6090,45.6856,0.067371,6090,45.3976,0.013474,693,1518,12,36,3,-4,0,0.495288,0,0,0,3.603634,0.890696,54,?,?,?,?,?,?,?,?,63,158,2.50794,28,7,28,2.50794,28,3.60555,2.50794,11,3,?,?,?,?,?,?,?,?
agricola,3,19,96,33,2,410,1,22,1,258,247776,2324,250100,920610,266095,105,305,12,119,246879,2777047,99,1,1220,5412485,0.081148,4436.46,54671.6,0.010101,73,11.8586,14.7744,52,11.8586,9.77113,930298,54671.6,147538,1332010,42642.8,181217,9,0.090909,0.899954,6,0.060606,0.599969,15,0.151515,1.49992,6,0.060606,0.599969,293,351746,2214615,0.158829,0.000833,67873,926.563,2046.34,68673,925.881,2073.45,393101,4544.19,11926.9,398701,4542.14,2073.45,?,?,?,?,?,?,?,?,?,?,?,?,?,?,304,8,304,25,1,25,24,24,53,341,6.43396,28,1,24,6.43396,24,7.14143,6.43396,31,8.42615,?,?,?,?,?,?,?,25
snake,2,1,50,9,0,220,46,3,0,32,35573,1736,37309,182677,62179,266,666,3,140,34860,409592,266,46,61942,849933,0.004294,13.7214,3195.24,0.172932,265,232.865,20.1182,265,232.865,70.2056,172770,3195.24,13631.8,131124,3195.24,10484.3,261,44.9812,98.3703,1108,168.545,378.403,4840,718.455,1604.47,1108,168.545,378.403,666,207630,1057563,0.196329,0.003208,19162,264.946,2.932,19162,264.946,2.932,109774,1316.71,14.3851,109774,1316.71,2.932,498,34860,8,18,2.25,-13,0.01004,1.430414,-5,0,0.807573,9.202324,19.31308,676,25,25,25,19,5,10,8,8,64,34,0.53125,18,46,0,0.53125,5,1,0.53125,7,1.73205,?,?,?,?,?,?,?,18
snake,2,1,50,9,0,191,17,3,0,32,29578,1387,30965,147055,56370,237,579,3,111,28952,327696,237,17,52009,630938,0.004557,12.1313,2662.19,0.07173,236,219.447,9.62867,236,219.447,55.5702,143632,2662.19,12891.2,96264,2662.19,8645.56,232,16.5907,59.6833,352,19.3165,75.0042,4260,251.603,924.665,352,19.3165,75.0042,579,172584,803522,0.214784,0.003355,14529,247.201,2.87839,14529,247.201,2.87839,72115,1149.92,11.5136,72115,1149.92,2.87839,411,28952,10,21,2.1,-16,0.012165,1.886654,-5,0,1.328422,13.079717,35.183338,1174,27,27,27,23,5,12,10,10,38,39,1.02632,19,17,2,1.02632,5,1.41421,1.02632,8,2.44949,?,?,?,?,?,?,?,23
agricola,3,19,116,33,2,452,1,22,1,258,567385,3007,570392,2135533,617878,174,452,12,128,566308,6240849,169,1,3214,11858074,0.052583,3689.51,70166.1,0.005917,113,18.3964,20.6605,93,18.3964,14.8668,2116700,70166.1,251161,2726240,56071.1,291831,27,0.159763,2.07077,26,0.153846,1.99407,60,0.35503,4.60171,26,0.153846,1.99407,442,878927,5218145,0.168437,0.000503,109771,1403.62,3071.11,111439,1401.39,3117.91,600011,5971.22,16938.2,611735,5964.51,3117.91,?,?,?,?,?,?,?,?,?,?,?,?,?,?,169964,8,188396,63,1,70,61,60,135,2495,18.4815,65,1,69,18.4815,69,22,18.4815,77,22.9347,?,?,?,?,?,?,?,63
spider,4,6,51,22,1,321,49,16,1,129,71631,60254,131885,442311,97059,864,2666,90,1994,67918,974075,862,49,105699,3138819,0.008155,29.6958,3641.32,0.056845,861,122.516,135.753,728,122.516,124.958,385882,3641.32,22878.2,294784,3640.74,15637,702,17.7622,97.0993,19951,503.566,2671.62,19327,445.306,2590.14,19951,503.566,2671.62,2662,474737,4551689,0.104299,0.005607,17884,204.52,63.0339,17884,204.047,63.0303,104434,1700.22,383.903,104427,1696.91,63.0303,1862,69316,22,146,6.636364,-47,0.062299,2.280866,-1,1.081633,0.444317,42.982685,76.642288,13709,17405,434,16638,153,49,207,64,22,463,8020,17.3218,242,5,216,17.3218,221,27.8927,17.3218,158,30.9516,?,?,?,?,?,?,?,152
data-network,5,5,82,10,4,632,7,5,1,61,7927,14618,22545,35585,872,253,563,7,71,7168,44572,253,7,1868,30372,0.135439,16.2591,120.047,0.027668,21,7.3834,5.7138,143,7.3834,15.9554,2536,120.047,207.026,5364,120.047,415.862,2,0.055336,0.328039,1,0.027668,0.16402,30,0.466403,3.03143,1,0.027668,0.16402,563,13634,42584,0.320167,0.041294,2035,16.0572,0.03131,2035,16.0572,0.03131,6436,34.5934,0.062621,6436,34.5934,0.03131,443,7174,5,42,8.4,-10,0.015801,0.934526,1,1,0,23.90382,20.346251,172,60,14,60,36,7,14,21,5,33,42,1.27273,19,7,7,1.27273,4,0,1.27273,4,1.41421,6,0,253,0,0,0,1,34
organic-synthesis-split,3,34,32,1237,1,56,49,1252,1,6310,65299,118184,183483,277030,93968,1795,3590,0,0,59966,418666,1732,37,104785,423448,0.016529,4.04111,244.485,0.021363,481,59.8135,68.756,681,59.8135,52.594,8361,244.485,363.789,5623,241.325,472.71,339,1.23152,12.0397,5623,4.53291,135.391,8361,6.49134,201.505,5623,4.53291,135.391,3464,163274,560058,0.291531,0.021216,1011,47.1345,2.23336,1011,47.1345,2.23336,3653,164.32,8.10493,3653,164.32,2.23336,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1344,74,1344,150,16,48,37,27,115,541,4.70435,50,36,29,4.70435,28,7.61577,4.70435,35,8.88819,?,?,?,?,?,?,?,154
